"do_id","Term","available"
"DOID:0112353","spermatogenic failure 64","F"
"DOID:0112354","spermatogenic failure 65","F"
"DOID:0112355","spermatogenic failure 60","F"
"DOID:0112356","spermatogenic failure 63","F"
"DOID:0112357","spermatogenic failure 59","F"
"DOID:0112358","short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies","F"
"DOID:0112359","congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay","F"
"DOID:0112360","spondylocostal dysostosis 6","F"
"DOID:0112361","spondylocostal dysostosis 3","F"
"DOID:0112362","spondylocostal dysostosis 2","F"
"DOID:0112363","spondylocostal dysostosis 5","F"
"DOID:0112364","spondylocostal dysostosis 4","F"
"DOID:0112365","spondylocostal dysostosis 1","F"
"DOID:0112367","Coffin-Siris syndrome 8","F"
"DOID:0112368","Coffin-Siris syndrome 5","F"
"DOID:0112369","Coffin-Siris syndrome 7","F"
"DOID:0112370","Coffin-Siris syndrome 12","F"
"DOID:0112371","Coffin-Siris syndrome 10","F"
"DOID:0112372","Coffin-Siris syndrome 11","F"
"DOID:0112373","autosomal dominant auditory neuropathy 3","F"
"DOID:0112374","muscular dystrophy-dystroglycanopathy","F"
"DOID:0112375","muscular dystrophy-dystroglycanopathy type B","F"
"DOID:0112376","muscular dystrophy-dystroglycanopathy type B15","F"
"DOID:0112377","muscular dystrophy-dystroglycanopathy type B14","F"
"DOID:0112378","muscular dystrophy-dystroglycanopathy type B3","F"
"DOID:0112379","muscular dystrophy-dystroglycanopathy type B4","F"
"DOID:0112380","muscular dystrophy-dystroglycanopathy type B2","F"
"DOID:0112381","muscular dystrophy-dystroglycanopathy type C12","F"
"DOID:0112382","muscular dystrophy-dystroglycanopathy type C8","F"
"DOID:0112383","KINSSHIP syndrome","F"
"DOID:070355","multisystem proteinopathy","F"
"DOID:100","intestinal infectious disease","F"
"DOID:10000","obsolete visual cortex disorder due to neoplasm","F"
"DOID:10007","obsolete respiratory syncytial virus bronchiolitis","F"
"DOID:1001","obsolete labor complications","F"
"DOID:10011","thyroid lymphoma","F"
"DOID:10012","obsolete metastatic malignant neoplasm to the thyroid","F"
"DOID:10013","obsolete polyglandular activity in multiple endocrine adenomatosis","F"
"DOID:10015","obsolete polyglandular dysfunction","F"
"DOID:10016","multiple endocrine neoplasia type 2B","F"
"DOID:10018","obsolete papilledema associated with increased intracranial pressure","F"
"DOID:1002","endometritis","F"
"DOID:10020","ampulla of Vater cancer","F"
"DOID:10021","duodenum cancer","F"
"DOID:10022","ampulla of Vater benign neoplasm","F"
"DOID:10024","migraine with aura","F"
"DOID:10027","tabes dorsalis","F"
"DOID:1003","pelvic inflammatory disease","F"
"DOID:10030","pulmonary interstitial emphysema","F"
"DOID:10031","compensatory emphysema","F"
"DOID:10032","hyperlucent lung","F"
"DOID:10033","cycloplegia","F"
"DOID:10034","eye accommodation disease","F"
"DOID:10035","asymptomatic neurosyphilis","F"
"DOID:10038","obsolete old burn scar-related melanoma of skin","F"
"DOID:10039","late congenital syphilis","F"
"DOID:10040","malignant eyelid melanoma","F"
"DOID:10042","obsolete regressing skin melanoma","F"
"DOID:10044","balloon cell malignant melanoma","F"
"DOID:10045","obsolete malignant giant pigmented nevus melanoma","F"
"DOID:10047","nodular malignant melanoma","F"
"DOID:10048","obsolete malignant junctional nevus melanoma","F"
"DOID:10049","obsolete desmoplastic melanoma","F"
"DOID:1005","endometrial disease","F"
"DOID:10053","obsolete malignant skin blue nevus","F"
"DOID:10054","skin amelanotic melanoma","F"
"DOID:10059","obsolete Congenital or acquired abnormality of vagina complicating pregnancy, childbirth, or the puerperium","F"
"DOID:10066","obsolete syphilitic acoustic neuritis","F"
"DOID:10069","subglottis benign neoplasm","F"
"DOID:10070","larynx leiomyoma","F"
"DOID:10071","larynx squamous papilloma","F"
"DOID:10073","syphilitic meningitis","F"
"DOID:10074","hymenolepiasis","F"
"DOID:10075","diphyllobothriasis","F"
"DOID:10079","cysticercosis","F"
"DOID:10080","sparganosis","F"
"DOID:10081","syphilitic encephalitis","F"
"DOID:10087","gastric leiomyoma","F"
"DOID:10095","intracranial abscess","F"
"DOID:10111","obsolete Congenital or acquired abnormality of vagina, with delivery","F"
"DOID:10112","sleeping sickness","F"
"DOID:10113","trypanosomiasis","F"
"DOID:10114","obsolete Trypanosoma brucei rhodesiense infectious disease","F"
"DOID:10116","obsolete Trypanosoma brucei gambiense infectious disease","F"
"DOID:10120","obsolete eyelid degenerative disease","F"
"DOID:10121","obsolete degenerative disorder of eyelid and periocular area","F"
"DOID:10122","hyperpigmentation of eyelid","F"
"DOID:10123","pigmentation disease","F"
"DOID:10124","corneal disease","F"
"DOID:10125","acute hydrops keratoconus","F"
"DOID:10126","keratoconus","F"
"DOID:10128","venous insufficiency","F"
"DOID:10131","psychologic vaginismus","F"
"DOID:10132","psychosexual disorder","F"
"DOID:10138","xerophthalmia","F"
"DOID:10139","conjunctival degeneration","F"
"DOID:10140","dry eye syndrome","F"
"DOID:10141","obsolete asthenopia","F"
"DOID:10142","obsolete Chlamydia trachomatis peritonitis","F"
"DOID:10144","obsolete secondary malignant neoplasm to the thymus","F"
"DOID:10145","obsolete metastases to mediastinum","F"
"DOID:10146","thymus lymphoma","F"
"DOID:10149","long bones of lower limb cancer","F"
"DOID:10150","obsolete lower limb cancer","F"
"DOID:10151","malignant neoplasm of short bones of lower limb","F"
"DOID:10152","Meckel's diverticulum cancer","F"
"DOID:10153","ileum cancer","F"
"DOID:10154","small intestine cancer","F"
"DOID:10156","benign ileal neoplasm","F"
"DOID:10159","osteonecrosis","F"
"DOID:1016","obsolete primary tuberculosis","F"
"DOID:10173","obsolete tuberculous myelitis","F"
"DOID:10174","lacrimal passage granuloma","F"
"DOID:10175","optic papillitis","F"
"DOID:10176","neuroretinitis","F"
"DOID:10177","malignant hypertensive renal disease","F"
"DOID:10182","obsolete diabetic peripheral angiopathy","F"
"DOID:10183","endobronchial lipoma","F"
"DOID:10184","spindle cell lipoma","F"
"DOID:10187","esophageal lipoma","F"
"DOID:10188","skin lipoma","F"
"DOID:1019","osteomyelitis","F"
"DOID:10190","liver lipoma","F"
"DOID:10191","obsolete autosomal deletion syndrome","F"
"DOID:10192","pleomorphic lipoma","F"
"DOID:10193","conventional lipoma","F"
"DOID:10194","kidney lipoma","F"
"DOID:10195","pleural lipoma","F"
"DOID:10199","breast lipoma","F"
"DOID:10200","chest wall lipoma","F"
"DOID:10201","gallbladder lipoma","F"
"DOID:10202","obsolete lipoma of intrathoracic organ","F"
"DOID:10203","external ear lipoma","F"
"DOID:10204","obsolete lipoma of intra-abdominal organ","F"
"DOID:10205","axillary lipoma","F"
"DOID:10206","lipoma of spermatic cord","F"
"DOID:10207","paratesticular lipoma","F"
"DOID:10208","chondroid lipoma","F"
"DOID:10209","extrahepatic bile duct lipoma","F"
"DOID:10210","obsolete calculus of gallbladder and bile duct without cholecystitis","F"
"DOID:10211","cholelithiasis","F"
"DOID:1022","pinta disease","F"
"DOID:10220","obsolete failed induction","F"
"DOID:10222","obsolete polymyositis","F"
"DOID:10226","obsolete single episode manic disorder","F"
"DOID:10229","obsolete partial epilepsy, with impairment of consciousness, with intractable epilepsy","F"
"DOID:1023","borderline leprosy","F"
"DOID:10230","aortic atherosclerosis","F"
"DOID:10233","obsolete Histoplasma capsulatum pericarditis","F"
"DOID:10234","histoplasmosis pericarditis","F"
"DOID:10235","Brown's tendon sheath syndrome","F"
"DOID:10236","exhibitionism","F"
"DOID:10237","obsolete pelvic cancer","F"
"DOID:10238","obsolete malignant neoplasm of rectum, rectosigmoid junction and anus","F"
"DOID:10239","obsolete malignant neoplasm of pelvic bones, sacrum and coccyx","F"
"DOID:10240","obsolete malignant neoplasm of pelvis","F"
"DOID:10241","thalassemia","F"
"DOID:10242","ehrlichiosis","F"
"DOID:10245","obsolete delayed separation of umbilical cord","F"
"DOID:1025","tuberculoid leprosy","F"
"DOID:10250","louping ill","F"
"DOID:10254","strawberry gallbladder","F"
"DOID:10255","obsolete conjunctival degenerations and deposits","F"
"DOID:10256","obsolete vitamin A deficiency with conjunctival xerosis","F"
"DOID:10257","obsolete vitamin A deficiency","F"
"DOID:10261","otorrhea","F"
"DOID:10263","obsolete Mumps virus hepatitis","F"
"DOID:10264","mumps","F"
"DOID:10265","obsolete hairy cell leukemia of spleen","F"
"DOID:10266","subendocardial infarction acute myocardial infarction","F"
"DOID:10272","left bundle branch hemiblock","F"
"DOID:10273","heart conduction disease","F"
"DOID:10274","obsolete schizo-affective type schizophrenia in remission","F"
"DOID:10277","obsolete Pseudomonas intestinal infectious disease","F"
"DOID:10278","obsolete Vasa previa complicating labor and delivery","F"
"DOID:10279","obsolete Vasa previa","F"
"DOID:10280","obsolete Vasa previa complicating labor and delivery, delivered","F"
"DOID:10286","prostate carcinoma","F"
"DOID:10287","prostate squamous cell carcinoma","F"
"DOID:10288","obsolete metastasis to prostate","F"
"DOID:10289","prostate malignant phyllodes tumor","F"
"DOID:10290","prostate lymphoma","F"
"DOID:10293","monocular esotropia","F"
"DOID:10294","obsolete intermittent monocular esotropia","F"
"DOID:10295","obsolete monocular esotropia with A pattern","F"
"DOID:10296","obsolete monocular esotropia with V pattern","F"
"DOID:10300","Raynaud disease","F"
"DOID:10301","parotitis","F"
"DOID:10302","parotid disease","F"
"DOID:10303","sialadenitis","F"
"DOID:10304","obsolete Mumps virus infectious disease","F"
"DOID:10305","obsolete Mumps virus orchitis","F"
"DOID:10307","obsolete Mumps virus polyneuritis","F"
"DOID:10309","obsolete Mumps virus meningitis","F"
"DOID:10310","viral meningitis","F"
"DOID:10311","obsolete Mumps virus encephalitis","F"
"DOID:10312","obsolete Mumps virus pancreatitis","F"
"DOID:10314","endocarditis","F"
"DOID:10319","mixed mineral dust pneumoconiosis","F"
"DOID:10321","baritosis","F"
"DOID:10323","byssinosis","F"
"DOID:10326","Caplan's syndrome","F"
"DOID:10328","siderosis","F"
"DOID:10329","pulmonary talcosis","F"
"DOID:10330","slate pneumoconiosis","F"
"DOID:10331","kaolin pneumoconiosis","F"
"DOID:10332","obsolete disorder of optic chiasm due to vascular disorder","F"
"DOID:10334","obsolete craniofacial abnormality","F"
"DOID:10337","glaucomatous atrophy of optic disc","F"
"DOID:10338","obsolete subchronic schizophrenia","F"
"DOID:10339","obsolete schizophrenia simplex","F"
"DOID:10340","obsolete residual subchronic schizophrenia","F"
"DOID:10341","chronic meningitis","F"
"DOID:10342","obsolete subchronic latent schizophrenia","F"
"DOID:10343","obsolete latent schizophrenia","F"
"DOID:10348","blepharophimosis","F"
"DOID:10349","solitary cyst of breast","F"
"DOID:1035","aggressive NK-cell leukemia","F"
"DOID:10350","breast cyst","F"
"DOID:10351","obsolete mammary duct ectasia","F"
"DOID:10352","breast fibroadenosis","F"
"DOID:10353","fibrosclerosis of breast","F"
"DOID:10354","breast fibrocystic disease","F"
"DOID:1036","chronic leukemia","F"
"DOID:10361","eosinophilic meningitis","F"
"DOID:10366","epididymis cancer","F"
"DOID:10367","obsolete metastatic tumor to the epididymis","F"
"DOID:10368","epididymis adenocarcinoma","F"
"DOID:10371","yaws","F"
"DOID:10375","strabismic amblyopia","F"
"DOID:10376","amblyopia","F"
"DOID:10377","refractive amblyopia","F"
"DOID:10378","deprivation amblyopia","F"
"DOID:1038","obsolete mature T-cell neoplasm","F"
"DOID:10380","obsolete precipitate labor","F"
"DOID:10381","obsolete staphylococcal meningitis","F"
"DOID:10383","amyotrophic neuralgia","F"
"DOID:10384","obsolete papilledema associated with decreased ocular pressure","F"
"DOID:1039","prolymphocytic leukemia","F"
"DOID:10393","secondary hypertrophic osteoarthropathy","F"
"DOID:10398","pneumonic plague","F"
"DOID:10399","seminal vesicle chronic gonorrhea","F"
"DOID:104","bacterial infectious disease","F"
"DOID:10400","gonococcal seminal vesiculitis","F"
"DOID:1042","obsolete Generalized infection during labor","F"
"DOID:10423","acute pericementitis","F"
"DOID:10426","Klippel-Feil syndrome","F"
"DOID:10428","stable condition keratoconus","F"
"DOID:10435","purulent acute otitis media","F"
"DOID:10437","obsolete metastasis to lymph node","F"
"DOID:10439","Mooren's ulcer","F"
"DOID:1044","obsolete nontraumatic rupture of muscle","F"
"DOID:10440","mycotic corneal ulcer","F"
"DOID:10441","marginal corneal ulcer","F"
"DOID:10442","hypopyon ulcer","F"
"DOID:10443","hypopyon","F"
"DOID:10444","ring corneal ulcer","F"
"DOID:10445","perforated corneal ulcer","F"
"DOID:10447","obsolete thyroid dysfunction complicating pregnancy, childbirth, or the puerperium","F"
"DOID:1045","obsolete fascia disease","F"
"DOID:10456","tonsillitis","F"
"DOID:10457","Legionnaires' disease","F"
"DOID:10458","legionellosis","F"
"DOID:10459","common cold","F"
"DOID:10460","nasopharyngitis","F"
"DOID:10461","dentin caries","F"
"DOID:10469","obsolete diabetes mellitus juvenile type, uncontrolled, with neurological manifestations","F"
"DOID:1047","obsolete Mental disorder complicating pregnancy, childbirth, or the puerperium","F"
"DOID:10471","patellar tendinitis","F"
"DOID:10472","obsolete candidal pneumonia","F"
"DOID:10473","obsolete wrist or carpus enthesopathy","F"
"DOID:10480","diaphragmatic eventration","F"
"DOID:10481","diaphragm disease","F"
"DOID:10483","obsolete hypertonic, incoordinate, or prolonged uterine contractions","F"
"DOID:10485","esophageal atresia","F"
"DOID:10486","intestinal atresia","F"
"DOID:10488","imperforate anus","F"
"DOID:10489","obsolete transient disorder of initiating or maintaining wakefulness","F"
"DOID:10494","obsolete pulmonary valve syphilitic endocarditis","F"
"DOID:10499","orbital granuloma","F"
"DOID:10501","obsolete menopausal and postmenopausal disorder","F"
"DOID:10505","obsolete generalized nonconvulsive epilepsy disease","F"
"DOID:10507","Dressler's syndrome","F"
"DOID:10508","obsolete Bacillus anthracis pneumonia","F"
"DOID:10510","obsolete influenza virus pneumonia","F"
"DOID:10516","malignant otitis externa","F"
"DOID:10518","beach ear","F"
"DOID:10519","chronic fungal otitis externa","F"
"DOID:10520","acute infection of pinna","F"
"DOID:10521","obsolete pinna disease","F"
"DOID:10525","double pterygium","F"
"DOID:10526","conjunctival pterygium","F"
"DOID:10527","obsolete Haemophilus influenzae pneumonia","F"
"DOID:10528","obsolete Haemophilus influenzae infectious disease","F"
"DOID:10529","obsolete primary Haemophilus infectious disease","F"
"DOID:1053","obsolete developmental dislocation of joint","F"
"DOID:10531","obsolete pneumococcal pneumonia","F"
"DOID:10532","obsolete streptococcal pneumonia","F"
"DOID:10533","viral pneumonia","F"
"DOID:10535","obsolete coxsackie myocarditis","F"
"DOID:10536","malignant gastric granular cell tumor","F"
"DOID:10537","obsolete recurrent malignant gastric neoplasm","F"
"DOID:10538","gastric fundus cancer","F"
"DOID:1054","obsolete glaucoma associated with chamber angle anomalies","F"
"DOID:10540","gastric lymphoma","F"
"DOID:10541","microinvasive gastric cancer","F"
"DOID:10544","pylorus cancer","F"
"DOID:10545","obsolete coxsackievirus infectious disease","F"
"DOID:10547","pyloric antrum cancer","F"
"DOID:10548","cardia cancer","F"
"DOID:10549","obsolete diabetes mellitus insulin dependent type, not stated as uncontrolled, with ophthalmic manifestations","F"
"DOID:1055","obsolete glaucoma associated with congenital anomalies, dystrophies and systemic syndromes","F"
"DOID:10550","acute eustachian salpingitis","F"
"DOID:10551","obsolete cerebral toxoplasmosis","F"
"DOID:10556","supine hypotensive syndrome","F"
"DOID:10557","obsolete maternal distress","F"
"DOID:1056","oculocerebrorenal syndrome","F"
"DOID:10561","obsolete yaws hyperkeratosis","F"
"DOID:10564","obsolete gangosa of yaws","F"
"DOID:10567","late yaws","F"
"DOID:10568","early yaws","F"
"DOID:10569","obsolete myopathy of critical illness","F"
"DOID:1057","obsolete inborn amino acid transport disorder","F"
"DOID:10573","osteomalacia","F"
"DOID:10574","obsolete vitamin D deficiency","F"
"DOID:10575","calcium metabolism disease","F"
"DOID:10579","leukodystrophy","F"
"DOID:1058","obsolete amino acid transport disease","F"
"DOID:10581","metachromatic leukodystrophy","F"
"DOID:10585","obsolete hereditary and idiopathic peripheral neuropathy","F"
"DOID:10587","Krabbe disease","F"
"DOID:10590","mild pre-eclampsia","F"
"DOID:10593","idiopathic progressive polyneuropathy","F"
"DOID:10594","obsolete idiopathic neuropathy","F"
"DOID:10597","obsolete gonococcal meningitis","F"
"DOID:106","pleural tuberculosis","F"
"DOID:1060","Hartnup disease","F"
"DOID:10600","chronic tic disorder","F"
"DOID:10602","obsolete steatorrhea","F"
"DOID:10604","lactose intolerance","F"
"DOID:10605","short bowel syndrome","F"
"DOID:10606","blind loop syndrome","F"
"DOID:10607","tropical sprue","F"
"DOID:1061","obsolete renal aminoaciduria","F"
"DOID:10610","pancreatic steatorrhea","F"
"DOID:10611","protein-losing enteropathy","F"
"DOID:10612","allergic urticaria","F"
"DOID:10615","acute gonococcal cervicitis","F"
"DOID:10616","acute cervicitis","F"
"DOID:10619","lymph node cancer","F"
"DOID:10621","obsolete Fissure of nipple associated with childbirth","F"
"DOID:10626","obsolete insulin dependent type diabetes mellitus uncontrolled with ketoacidosis","F"
"DOID:10627","primary optic atrophy","F"
"DOID:10630","obsolete optic atrophy associated with retinal dystrophy","F"
"DOID:10631","partial optic atrophy","F"
"DOID:10632","Wolfram syndrome","F"
"DOID:10645","obsolete chronic state latent schizophrenia with acute exacerbation","F"
"DOID:10646","schizotypal personality disorder","F"
"DOID:10648","acute inferoposterior infarction","F"
"DOID:10649","acute inferolateral myocardial infarction","F"
"DOID:10651","acute anterolateral myocardial infarction","F"
"DOID:10655","lipoma of colon","F"
"DOID:10656","colon leiomyoma","F"
"DOID:10657","colonic lymphangioma","F"
"DOID:10659","obsolete colonic ganglioneuroma","F"
"DOID:1066","residual stage of open angle glaucoma","F"
"DOID:10660","mediastinum neuroblastoma","F"
"DOID:10661","mediastinum ganglioneuroblastoma","F"
"DOID:1068","juvenile glaucoma","F"
"DOID:10685","separation anxiety disorder","F"
"DOID:10686","lactocele","F"
"DOID:10688","hypertrophy of breast","F"
"DOID:10689","obsolete galactorrhea not associated with childbirth","F"
"DOID:10690","mastitis","F"
"DOID:10691","fat necrosis of breast","F"
"DOID:10697","chronic endophthalmitis","F"
"DOID:10699","paragonimiasis","F"
"DOID:10708","obsolete passive-aggressive personality disorder","F"
"DOID:10717","obsolete meningococcal septicemia","F"
"DOID:10718","giardiasis","F"
"DOID:10719","toxic diffuse goiter","F"
"DOID:1073","renal hypertension","F"
"DOID:10731","obsolete nodular lung tuberculosis","F"
"DOID:10742","cerebral lipidosis","F"
"DOID:10744","broad ligament malignant neoplasm","F"
"DOID:10747","obsolete lymphoid leukemia","F"
"DOID:1075","obsolete chronic pyelonephritis with lesion of renal medullary necrosis","F"
"DOID:10754","otitis media","F"
"DOID:10755","petrositis","F"
"DOID:1076","chronic pyelonephritis","F"
"DOID:10760","obsolete choroidal rupture","F"
"DOID:10764","obsolete liver abscess and sequelae of chronic liver disease","F"
"DOID:1077","obsolete Spirurida infectious disease","F"
"DOID:10773","bubonic plague","F"
"DOID:10774","obsolete cutaneous plague","F"
"DOID:10778","fiedler's myocarditis","F"
"DOID:10779","septic myocarditis","F"
"DOID:1078","obsolete Chromadorea infectious disease","F"
"DOID:10782","mesenteric lymphadenitis","F"
"DOID:10783","methemoglobinemia","F"
"DOID:10784","Queensland tick typhus","F"
"DOID:10788","obsolete osteitis condensans","F"
"DOID:1079","setariasis","F"
"DOID:10790","chronic frontal sinusitis","F"
"DOID:10791","frontal sinusitis","F"
"DOID:10792","chronic maxillary sinusitis","F"
"DOID:10793","chronic sphenoidal sinusitis","F"
"DOID:10794","sphenoid sinusitis","F"
"DOID:10795","obsolete congenital syphilitic encephalitis","F"
"DOID:1080","filariasis","F"
"DOID:10802","acute gonococcal epididymo-orchitis","F"
"DOID:10803","obsolete Haemophilus influenzae meningitis","F"
"DOID:1081","mansonelliasis","F"
"DOID:10810","tibialis tendinitis","F"
"DOID:10811","nasal cavity cancer","F"
"DOID:10812","nasal cavity olfactory neuroblastoma","F"
"DOID:10813","nasal cavity lymphoma","F"
"DOID:10815","obsolete recurrent duodenal cancer","F"
"DOID:10816","duodenum adenocarcinoma","F"
"DOID:10817","sexual sadism","F"
"DOID:10818","obsolete leptospiral meningitis","F"
"DOID:1082","dirofilariasis","F"
"DOID:10823","malignant essential hypertension","F"
"DOID:10824","malignant hypertension","F"
"DOID:10827","obsolete gender identity disorder in adolescent or adult","F"
"DOID:10834","voyeurism","F"
"DOID:10835","chylocele of tunica vaginalis","F"
"DOID:10836","obsolete diabetes mellitus with hyperosmolarity","F"
"DOID:10837","obsolete diabetes mellitus,insulin dependent type with hyperosmolarity, not stated as uncontrolled","F"
"DOID:10838","obsolete diabetes mellitus, insulin dependent type with hyperosmolarity, uncontrolled","F"
"DOID:10841","Eastern equine encephalitis","F"
"DOID:10842","Murray Valley encephalitis","F"
"DOID:10843","Western equine encephalitis","F"
"DOID:10844","Japanese encephalitis","F"
"DOID:10845","St. Louis encephalitis","F"
"DOID:10846","angiodysplasia of intestine","F"
"DOID:10848","obsolete intrauterine hypoxia and birth asphyxia","F"
"DOID:10849","sexual masochism","F"
"DOID:1085","Edwards syndrome","F"
"DOID:10852","middle ear cholesterol granuloma","F"
"DOID:10854","salivary gland disease","F"
"DOID:1086","obsolete congenital chromosomal disease","F"
"DOID:10863","paralytic squint","F"
"DOID:10864","partial third-nerve palsy","F"
"DOID:10865","abducens nerve palsy","F"
"DOID:10866","total third-nerve palsy","F"
"DOID:10869","fourth cranial nerve palsy","F"
"DOID:10873","Kuhnt-Junius degeneration","F"
"DOID:10875","obsolete premature labor","F"
"DOID:10877","obsolete disorganized type schizophrenia chronic state with acute exacerbation","F"
"DOID:1088","meningocele","F"
"DOID:10880","iliac vein thrombophlebitis","F"
"DOID:10881","hand, foot and mouth disease","F"
"DOID:10882","epidemic pleurodynia","F"
"DOID:10883","herpangina","F"
"DOID:10887","lepromatous leprosy","F"
"DOID:10901","obsolete leukemic reticuloendotheliosis of lymph nodes of axilla and upper limb","F"
"DOID:10902","obsolete pulmonary actinomycosis","F"
"DOID:1091","tooth disease","F"
"DOID:10910","obsolete echovirus meningitis","F"
"DOID:10911","obsolete echovirus infectious disease","F"
"DOID:10913","benign essential hypertension","F"
"DOID:10915","Wernicke-Korsakoff syndrome","F"
"DOID:10918","obsolete transsexuality with asexual history","F"
"DOID:10919","obsolete transsexualism","F"
"DOID:10921","Siberian tick typhus","F"
"DOID:10922","obsolete sickle-cell crisis","F"
"DOID:10924","obsolete catatonic type schizophrenia chronic state","F"
"DOID:10925","obsolete catatonic schizophrenia","F"
"DOID:10927","gastrojejunal ulcer","F"
"DOID:10930","borderline personality disorder","F"
"DOID:10931","dependent personality disorder","F"
"DOID:10932","obsessive-compulsive personality disorder","F"
"DOID:10934","multiple personality disorder","F"
"DOID:10935","dissociative disorder","F"
"DOID:10936","schizoid personality disorder","F"
"DOID:10937","impulse control disorder","F"
"DOID:10938","paranoid personality disorder","F"
"DOID:10939","antisocial personality disorder","F"
"DOID:10941","intracranial aneurysm","F"
"DOID:10944","tongue disease","F"
"DOID:10955","strongyloidiasis","F"
"DOID:10957","obsolete Enterobacter aerogenes intestinal infectious disease","F"
"DOID:10958","obsolete Salmonella arizonae intestinal infectious disease","F"
"DOID:10959","obsolete Escherichia coli intestinal infectious disease","F"
"DOID:10963","cholesteatoma of attic","F"
"DOID:10964","cholesteatoma of middle ear","F"
"DOID:10965","spastic diplegia","F"
"DOID:10967","spastic hemiplegia","F"
"DOID:10968","spastic monoplegia","F"
"DOID:10969","hemiplegia","F"
"DOID:1097","obsolete hydrops fetalis","F"
"DOID:10970","spastic quadriplegia","F"
"DOID:10971","acute salpingo-oophoritis","F"
"DOID:10972","salpingo-oophoritis","F"
"DOID:10973","acute salpingitis","F"
"DOID:10974","oophoritis","F"
"DOID:10978","obsolete poliovirus type III nonparalytic poliomyelitis","F"
"DOID:10979","obsolete poliovirus type I nonparalytic poliomyelitis","F"
"DOID:1098","fetal erythroblastosis","F"
"DOID:10980","obsolete poliovirus type II nonparalytic poliomyelitis","F"
"DOID:10986","discitis","F"
"DOID:10989","conjunctival vascular disease","F"
"DOID:1099","alpha thalassemia","F"
"DOID:10991","basal ganglia cerebrovascular disease","F"
"DOID:10992","acute hemorrhagic leukoencephalitis","F"
"DOID:10993","postinfectious encephalitis","F"
"DOID:10997","immature cataract","F"
"DOID:10998","obsolete chronic glomerulonephritis with lesion of membranoproliferative glomerulonephritis","F"
"DOID:110","lens disease","F"
"DOID:1100","ovarian disease","F"
"DOID:11000","obsolete progressive iris atrophy","F"
"DOID:11001","obsolete Iris and ciliary body degeneration","F"
"DOID:11002","obsolete Iridoschisis","F"
"DOID:11003","obsolete pupillary margin miotic cyst","F"
"DOID:11005","obsolete Atrophy of sphincter of iris","F"
"DOID:11018","obsolete postsurgical testicular hypofunction","F"
"DOID:11019","obsolete testicular dysfunction","F"
"DOID:11020","obsolete chronic glomerulonephritis with lesion of proliferative glomerulonephritis","F"
"DOID:11027","obsolete chronic glomerulonephritis with lesion of membranous glomerulonephritis","F"
"DOID:11028","pseudopterygium","F"
"DOID:11029","pinguecula","F"
"DOID:1103","obsolete malignant esophageal neoplasm by topographic region","F"
"DOID:11030","corneal edema","F"
"DOID:11031","bullous keratopathy","F"
"DOID:11032","secondary corneal edema","F"
"DOID:11033","idiopathic corneal edema","F"
"DOID:11034","contact lens corneal edema","F"
"DOID:11036","chronic rapidly progressive glomerulonephritis","F"
"DOID:11038","depersonalization disorder","F"
"DOID:11042","Felty's syndrome","F"
"DOID:11044","gastroschisis","F"
"DOID:11049","meconium aspiration syndrome","F"
"DOID:1105","obsolete esophageal metastasis","F"
"DOID:11055","pasteurellosis","F"
"DOID:11056","obsolete Pasteurella hemorrhagic septicemia","F"
"DOID:1106","esophagus lymphoma","F"
"DOID:11060","placenta praevia","F"
"DOID:11074","obsolete cyst of thyroid","F"
"DOID:11076","Brucella suis brucellosis","F"
"DOID:11077","brucellosis","F"
"DOID:11079","leech infestation","F"
"DOID:1108","esophagus melanoma","F"
"DOID:11080","myiasis","F"
"DOID:11086","chorioretinal scar","F"
"DOID:1109","obsolete extracutaneous melanoma","F"
"DOID:11091","obsolete perinatal respiratory disorder","F"
"DOID:11092","obsolete Salmonella gastroenteritis","F"
"DOID:11093","obsolete bacterial gastroenteritis","F"
"DOID:11096","obsolete renal syphilis","F"
"DOID:11097","obsolete pulmonary syphilis","F"
"DOID:11099","obsolete primary Rickettsiaceae infectious disease","F"
"DOID:1110","obsolete gastrointestinal melanoma","F"
"DOID:11101","trench fever","F"
"DOID:11102","bartonellosis","F"
"DOID:11103","rickettsialpox","F"
"DOID:11104","spotted fever","F"
"DOID:11106","obsolete glaucoma associated with anterior segment anomaly","F"
"DOID:11107","obsolete glaucoma associated with ocular disorder","F"
"DOID:1111","obsolete malignant neoplasm of cervical part of esophagus","F"
"DOID:11110","obsolete psychosexual dysfunction with female orgasmic disease","F"
"DOID:11118","obsolete syphilitic retrobulbar neuritis","F"
"DOID:1112","obsolete neck cancer","F"
"DOID:11120","psychologic dyspareunia","F"
"DOID:11121","pulpitis","F"
"DOID:11123","Henoch-Schoenlein purpura","F"
"DOID:11125","qualitative platelet defect","F"
"DOID:11126","acquired thrombocytopenia","F"
"DOID:11129","dislocation of ear ossicle","F"
"DOID:1113","obsolete malignant esophageal neoplasm by anatomic region","F"
"DOID:11130","secondary hypertension","F"
"DOID:11132","prostatic hypertrophy","F"
"DOID:11133","prostatic cyst","F"
"DOID:11134","prolapse of lacrimal gland","F"
"DOID:1114","esophagus sarcoma","F"
"DOID:11144","obsolete anthrax septicemia","F"
"DOID:11145","obsolete Pars plana primary cyst","F"
